check,status,details
trade_0054:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0054:entry_price,OK,"actual=9712.0, expected=9712.0"
trade_0054:entry_date_matches_index,OK,"actual=2019-01-10 00:00:00, index_dt=2019-01-10 00:00:00"
trade_0054:exit_bar_index,OK,"actual=1018, expected=1018"
trade_0054:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0054:exit_price,OK,"actual=10261.0, expected=10261.0"
trade_0054:pnl_points,OK,"actual=549.0, expected=549.0"
trade_0054:pnl_amount,OK,"actual=27410.0, expected=27410.0"
trade_0055:entry_is_next_bar,OK,"signal_i=1026, entry_i=1027"
trade_0055:entry_after_signal_date,OK,"signal=2019-03-19 00:00:00, entry=2019-03-20 00:00:00"
trade_0055:exit_not_before_entry,OK,"entry_i=1027, exit_i=1031"
trade_0055:signal_column_true,OK,long_entry@1026
trade_0055:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0055:entry_price,OK,"actual=10493.0, expected=10493.0"
trade_0055:entry_date_matches_index,OK,"actual=2019-03-20 00:00:00, index_dt=2019-03-20 00:00:00"
trade_0055:exit_bar_index,OK,"actual=1031, expected=1031"
trade_0055:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0055:exit_price,OK,"actual=10523.0, expected=10523.0"
trade_0055:pnl_points,OK,"actual=30.0, expected=30.0"
trade_0055:pnl_amount,OK,"actual=1460.0, expected=1460.0"
trade_0056:entry_is_next_bar,OK,"signal_i=1036, entry_i=1037"
trade_0056:entry_after_signal_date,OK,"signal=2019-04-02 00:00:00, entry=2019-04-03 00:00:00"
trade_0056:exit_not_before_entry,OK,"entry_i=1037, exit_i=1052"
trade_0056:signal_column_true,OK,long_entry@1036
trade_0056:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0056:entry_price,OK,"actual=10686.0, expected=10686.0"
trade_0056:entry_date_matches_index,OK,"actual=2019-04-03 00:00:00, index_dt=2019-04-03 00:00:00"
trade_0056:exit_bar_index,OK,"actual=1052, expected=1052"
trade_0056:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0056:exit_price,OK,"actual=10933.0, expected=10933.0"
trade_0056:pnl_points,OK,"actual=247.0, expected=247.0"
trade_0056:pnl_amount,OK,"actual=12310.0, expected=12310.0"
trade_0057:entry_is_next_bar,OK,"signal_i=1136, entry_i=1137"
trade_0057:entry_after_signal_date,OK,"signal=2019-08-27 00:00:00, entry=2019-08-28 00:00:00"
trade_0057:exit_not_before_entry,OK,"entry_i=1137, exit_i=1137"
trade_0057:signal_column_true,OK,short_entry@1136
trade_0057:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0057:entry_price,OK,"actual=10384.0, expected=10384.0"
trade_0057:entry_date_matches_index,OK,"actual=2019-08-28 00:00:00, index_dt=2019-08-28 00:00:00"
trade_0057:exit_bar_index,OK,"actual=1137, expected=1137"
trade_0057:exit_reason,OK,"actual=chandelier, expected=chandelier"
trade_0057:exit_price,OK,"actual=10415.0, expected=10415.0"
trade_0057:pnl_points,OK,"actual=-31.0, expected=-31.0"
trade_0057:pnl_amount,OK,"actual=-1590.0, expected=-1590.0"
trade_0058:entry_is_next_bar,OK,"signal_i=1166, entry_i=1167"
trade_0058:entry_after_signal_date,OK,"signal=2019-10-14 00:00:00, entry=2019-10-15 00:00:00"
trade_0058:exit_not_before_entry,OK,"entry_i=1167, exit_i=1187"
trade_0058:signal_column_true,OK,long_entry@1166
trade_0058:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0058:entry_price,OK,"actual=11078.0, expected=11078.0"
trade_0058:entry_date_matches_index,OK,"actual=2019-10-15 00:00:00, index_dt=2019-10-15 00:00:00"
trade_0058:exit_bar_index,OK,"actual=1187, expected=1187"
trade_0058:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0058:exit_price,OK,"actual=11522.0, expected=11522.0"
trade_0058:pnl_points,OK,"actual=444.0, expected=444.0"
trade_0058:pnl_amount,OK,"actual=22160.0, expected=22160.0"
trade_0059:entry_is_next_bar,OK,"signal_i=1209, entry_i=1210"
trade_0059:entry_after_signal_date,OK,"signal=2019-12-12 00:00:00, entry=2019-12-13 00:00:00"
trade_0059:exit_not_before_entry,OK,"entry_i=1210, exit_i=1222"
trade_0059:signal_column_true,OK,long_entry@1209
trade_0059:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0059:entry_price,OK,"actual=11976.0, expected=11976.0"
trade_0059:entry_date_matches_index,OK,"actual=2019-12-13 00:00:00, index_dt=2019-12-13 00:00:00"
trade_0059:exit_bar_index,OK,"actual=1222, expected=1222"
trade_0059:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0059:exit_price,OK,"actual=11994.0, expected=11994.0"
trade_0059:pnl_points,OK,"actual=18.0, expected=18.0"
trade_0059:pnl_amount,OK,"actual=860.0, expected=860.0"
trade_0060:entry_is_next_bar,OK,"signal_i=1253, entry_i=1254"
trade_0060:entry_after_signal_date,OK,"signal=2020-02-24 00:00:00, entry=2020-02-25 00:00:00"
trade_0060:exit_not_before_entry,OK,"entry_i=1254, exit_i=1254"
trade_0060:signal_column_true,OK,short_entry@1253
trade_0060:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0060:entry_price,OK,"actual=11399.0, expected=11399.0"
trade_0060:entry_date_matches_index,OK,"actual=2020-02-25 00:00:00, index_dt=2020-02-25 00:00:00"
trade_0060:exit_bar_index,OK,"actual=1254, expected=1254"
trade_0060:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0060:exit_price,OK,"actual=11500.0, expected=11500.0"
trade_0060:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0060:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0061:entry_is_next_bar,OK,"signal_i=1320, entry_i=1321"
trade_0061:entry_after_signal_date,OK,"signal=2020-06-02 00:00:00, entry=2020-06-03 00:00:00"
trade_0061:exit_not_before_entry,OK,"entry_i=1321, exit_i=1329"
trade_0061:signal_column_true,OK,long_entry@1320
trade_0061:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0061:entry_price,OK,"actual=11250.0, expected=11250.0"
trade_0061:entry_date_matches_index,OK,"actual=2020-06-03 00:00:00, index_dt=2020-06-03 00:00:00"
trade_0061:exit_bar_index,OK,"actual=1329, expected=1329"
trade_0061:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0061:exit_price,OK,"actual=11227.0, expected=11227.0"
trade_0061:pnl_points,OK,"actual=-23.0, expected=-23.0"
trade_0061:pnl_amount,OK,"actual=-1190.0, expected=-1190.0"
trade_0062:entry_is_next_bar,OK,"signal_i=1341, entry_i=1342"
trade_0062:entry_after_signal_date,OK,"signal=2020-07-03 00:00:00, entry=2020-07-06 00:00:00"
trade_0062:exit_not_before_entry,OK,"entry_i=1342, exit_i=1351"
trade_0062:signal_column_true,OK,long_entry@1341
trade_0062:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0062:entry_price,OK,"actual=11929.0, expected=11929.0"
trade_0062:entry_date_matches_index,OK,"actual=2020-07-06 00:00:00, index_dt=2020-07-06 00:00:00"
trade_0062:exit_bar_index,OK,"actual=1351, expected=1351"
trade_0062:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0062:exit_price,OK,"actual=12038.0, expected=12038.0"
trade_0062:pnl_points,OK,"actual=109.0, expected=109.0"
trade_0062:pnl_amount,OK,"actual=5410.0, expected=5410.0"
trade_0063:entry_is_next_bar,OK,"signal_i=1354, entry_i=1355"
trade_0063:entry_after_signal_date,OK,"signal=2020-07-22 00:00:00, entry=2020-07-23 00:00:00"
trade_0063:exit_not_before_entry,OK,"entry_i=1355, exit_i=1355"
trade_0063:signal_column_true,OK,long_entry@1354
trade_0063:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0063:entry_price,OK,"actual=12311.0, expected=12311.0"
trade_0063:entry_date_matches_index,OK,"actual=2020-07-23 00:00:00, index_dt=2020-07-23 00:00:00"
trade_0063:exit_bar_index,OK,"actual=1355, expected=1355"
trade_0063:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0063:exit_price,OK,"actual=12210.0, expected=12210.0"
trade_0063:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0063:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0064:entry_is_next_bar,OK,"signal_i=1357, entry_i=1358"
trade_0064:entry_after_signal_date,OK,"signal=2020-07-27 00:00:00, entry=2020-07-28 00:00:00"
trade_0064:exit_not_before_entry,OK,"entry_i=1358, exit_i=1358"
trade_0064:signal_column_true,OK,long_entry@1357
trade_0064:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0064:entry_price,OK,"actual=12838.0, expected=12838.0"
trade_0064:entry_date_matches_index,OK,"actual=2020-07-28 00:00:00, index_dt=2020-07-28 00:00:00"
trade_0064:exit_bar_index,OK,"actual=1358, expected=1358"
trade_0064:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0064:exit_price,OK,"actual=12737.0, expected=12737.0"
trade_0064:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0064:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0065:entry_is_next_bar,OK,"signal_i=1394, entry_i=1395"
trade_0065:entry_after_signal_date,OK,"signal=2020-09-16 00:00:00, entry=2020-09-17 00:00:00"
trade_0065:exit_not_before_entry,OK,"entry_i=1395, exit_i=1397"
trade_0065:signal_column_true,OK,long_entry@1394
trade_0065:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0065:entry_price,OK,"actual=12861.0, expected=12861.0"
trade_0065:entry_date_matches_index,OK,"actual=2020-09-17 00:00:00, index_dt=2020-09-17 00:00:00"
trade_0065:exit_bar_index,OK,"actual=1397, expected=1397"
trade_0065:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0065:exit_price,OK,"actual=12760.0, expected=12760.0"
trade_0065:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0065:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0066:entry_is_next_bar,OK,"signal_i=1397, entry_i=1398"
trade_0066:entry_after_signal_date,OK,"signal=2020-09-21 00:00:00, entry=2020-09-22 00:00:00"
trade_0066:exit_not_before_entry,OK,"entry_i=1398, exit_i=1406"
trade_0066:signal_column_true,OK,short_entry@1397
trade_0066:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0066:entry_price,OK,"actual=12628.0, expected=12628.0"
trade_0066:entry_date_matches_index,OK,"actual=2020-09-22 00:00:00, index_dt=2020-09-22 00:00:00"
trade_0066:exit_bar_index,OK,"actual=1406, expected=1406"
trade_0066:exit_reason,OK,"actual=chandelier, expected=chandelier"
trade_0066:exit_price,OK,"actual=12676.0, expected=12676.0"
trade_0066:pnl_points,OK,"actual=-48.0, expected=-48.0"
trade_0066:pnl_amount,OK,"actual=-2440.0, expected=-2440.0"
trade_0067:entry_is_next_bar,OK,"signal_i=1407, entry_i=1408"
trade_0067:entry_after_signal_date,OK,"signal=2020-10-07 00:00:00, entry=2020-10-08 00:00:00"
trade_0067:exit_not_before_entry,OK,"entry_i=1408, exit_i=1412"
trade_0067:signal_column_true,OK,long_entry@1407
trade_0067:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0067:entry_price,OK,"actual=12833.0, expected=12833.0"
trade_0067:entry_date_matches_index,OK,"actual=2020-10-08 00:00:00, index_dt=2020-10-08 00:00:00"
trade_0067:exit_bar_index,OK,"actual=1412, expected=1412"
trade_0067:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0067:exit_price,OK,"actual=12732.0, expected=12732.0"
trade_0067:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0067:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0068:entry_is_next_bar,OK,"signal_i=1421, entry_i=1422"
trade_0068:entry_after_signal_date,OK,"signal=2020-10-28 00:00:00, entry=2020-10-29 00:00:00"
trade_0068:exit_not_before_entry,OK,"entry_i=1422, exit_i=1422"
trade_0068:signal_column_true,OK,short_entry@1421
trade_0068:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0068:entry_price,OK,"actual=12599.0, expected=12599.0"
trade_0068:entry_date_matches_index,OK,"actual=2020-10-29 00:00:00, index_dt=2020-10-29 00:00:00"
trade_0068:exit_bar_index,OK,"actual=1422, expected=1422"
trade_0068:exit_reason,OK,"actual=chandelier, expected=chandelier"
trade_0068:exit_price,OK,"actual=12607.0, expected=12607.0"
trade_0068:pnl_points,OK,"actual=-8.0, expected=-8.0"
trade_0068:pnl_amount,OK,"actual=-440.0, expected=-440.0"
trade_0069:entry_is_next_bar,OK,"signal_i=1428, entry_i=1429"
trade_0069:entry_after_signal_date,OK,"signal=2020-11-06 00:00:00, entry=2020-11-09 00:00:00"
trade_0069:exit_not_before_entry,OK,"entry_i=1429, exit_i=1454"
trade_0069:signal_column_true,OK,long_entry@1428
trade_0069:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0069:entry_price,OK,"actual=13086.0, expected=13086.0"
trade_0069:entry_date_matches_index,OK,"actual=2020-11-09 00:00:00, index_dt=2020-11-09 00:00:00"
trade_0069:exit_bar_index,OK,"actual=1454, expected=1454"
trade_0069:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0069:exit_price,OK,"actual=14200.0, expected=14200.0"
trade_0069:pnl_points,OK,"actual=1114.0, expected=1114.0"
trade_0069:pnl_amount,OK,"actual=55660.0, expected=55660.0"
trade_0070:entry_is_next_bar,OK,"signal_i=1466, entry_i=1467"
trade_0070:entry_after_signal_date,OK,"signal=2020-12-30 00:00:00, entry=2020-12-31 00:00:00"
trade_0070:exit_not_before_entry,OK,"entry_i=1467, exit_i=1484"
trade_0070:signal_column_true,OK,long_entry@1466
trade_0070:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0070:entry_price,OK,"actual=14679.0, expected=14679.0"
trade_0070:entry_date_matches_index,OK,"actual=2020-12-31 00:00:00, index_dt=2020-12-31 00:00:00"
trade_0070:exit_bar_index,OK,"actual=1484, expected=1484"
trade_0070:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0070:exit_price,OK,"actual=15623.0, expected=15623.0"
trade_0070:pnl_points,OK,"actual=944.0, expected=944.0"
trade_0070:pnl_amount,OK,"actual=47160.0, expected=47160.0"
trade_0071:entry_is_next_bar,OK,"signal_i=1494, entry_i=1495"
trade_0071:entry_after_signal_date,OK,"signal=2021-02-18 00:00:00, entry=2021-02-19 00:00:00"
trade_0071:exit_not_before_entry,OK,"entry_i=1495, exit_i=1495"
trade_0071:signal_column_true,OK,long_entry@1494
trade_0071:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0071:entry_price,OK,"actual=16295.0, expected=16295.0"
trade_0071:entry_date_matches_index,OK,"actual=2021-02-19 00:00:00, index_dt=2021-02-19 00:00:00"
trade_0071:exit_bar_index,OK,"actual=1495, expected=1495"
trade_0071:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0071:exit_price,OK,"actual=16194.0, expected=16194.0"
trade_0071:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0071:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0072:entry_is_next_bar,OK,"signal_i=1521, entry_i=1522"
trade_0072:entry_after_signal_date,OK,"signal=2021-03-30 00:00:00, entry=2021-03-31 00:00:00"
trade_0072:exit_not_before_entry,OK,"entry_i=1522, exit_i=1522"
trade_0072:signal_column_true,OK,long_entry@1521
trade_0072:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0072:entry_price,OK,"actual=16537.0, expected=16537.0"
trade_0072:entry_date_matches_index,OK,"actual=2021-03-31 00:00:00, index_dt=2021-03-31 00:00:00"
trade_0072:exit_bar_index,OK,"actual=1522, expected=1522"
trade_0072:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0072:exit_price,OK,"actual=16436.0, expected=16436.0"
trade_0072:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0072:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0073:entry_is_next_bar,OK,"signal_i=1559, entry_i=1560"
trade_0073:entry_after_signal_date,OK,"signal=2021-05-26 00:00:00, entry=2021-05-27 00:00:00"
trade_0073:exit_not_before_entry,OK,"entry_i=1560, exit_i=1560"
trade_0073:signal_column_true,OK,long_entry@1559
trade_0073:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0073:entry_price,OK,"actual=16600.0, expected=16600.0"
trade_0073:entry_date_matches_index,OK,"actual=2021-05-27 00:00:00, index_dt=2021-05-27 00:00:00"
trade_0073:exit_bar_index,OK,"actual=1560, expected=1560"
trade_0073:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0073:exit_price,OK,"actual=16499.0, expected=16499.0"
trade_0073:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0073:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0074:entry_is_next_bar,OK,"signal_i=1577, entry_i=1578"
trade_0074:entry_after_signal_date,OK,"signal=2021-06-22 00:00:00, entry=2021-06-23 00:00:00"
trade_0074:exit_not_before_entry,OK,"entry_i=1578, exit_i=1578"
trade_0074:signal_column_true,OK,short_entry@1577
trade_0074:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0074:entry_price,OK,"actual=17098.0, expected=17098.0"
trade_0074:entry_date_matches_index,OK,"actual=2021-06-23 00:00:00, index_dt=2021-06-23 00:00:00"
trade_0074:exit_bar_index,OK,"actual=1578, expected=1578"
trade_0074:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0074:exit_price,OK,"actual=17199.0, expected=17199.0"
trade_0074:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0074:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0075:entry_is_next_bar,OK,"signal_i=1580, entry_i=1581"
trade_0075:entry_after_signal_date,OK,"signal=2021-06-25 00:00:00, entry=2021-06-28 00:00:00"
trade_0075:exit_not_before_entry,OK,"entry_i=1581, exit_i=1593"
trade_0075:signal_column_true,OK,long_entry@1580
trade_0075:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0075:entry_price,OK,"actual=17482.0, expected=17482.0"
trade_0075:entry_date_matches_index,OK,"actual=2021-06-28 00:00:00, index_dt=2021-06-28 00:00:00"
trade_0075:exit_bar_index,OK,"actual=1593, expected=1593"
trade_0075:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0075:exit_price,OK,"actual=17871.0, expected=17871.0"
trade_0075:pnl_points,OK,"actual=389.0, expected=389.0"
trade_0075:pnl_amount,OK,"actual=19410.0, expected=19410.0"
trade_0076:entry_is_next_bar,OK,"signal_i=1594, entry_i=1595"
trade_0076:entry_after_signal_date,OK,"signal=2021-07-15 00:00:00, entry=2021-07-16 00:00:00"
trade_0076:exit_not_before_entry,OK,"entry_i=1595, exit_i=1596"
trade_0076:signal_column_true,OK,long_entry@1594
trade_0076:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0076:entry_price,OK,"actual=17822.0, expected=17822.0"
trade_0076:entry_date_matches_index,OK,"actual=2021-07-16 00:00:00, index_dt=2021-07-16 00:00:00"
trade_0076:exit_bar_index,OK,"actual=1596, expected=1596"
trade_0076:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0076:exit_price,OK,"actual=17716.0, expected=17716.0"
trade_0076:pnl_points,OK,"actual=-106.0, expected=-106.0"
trade_0076:pnl_amount,OK,"actual=-5340.0, expected=-5340.0"
trade_0077:entry_is_next_bar,OK,"signal_i=1641, entry_i=1642"
trade_0077:entry_after_signal_date,OK,"signal=2021-09-22 00:00:00, entry=2021-09-23 00:00:00"
trade_0077:exit_not_before_entry,OK,"entry_i=1642, exit_i=1642"
trade_0077:signal_column_true,OK,short_entry@1641
trade_0077:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0077:entry_price,OK,"actual=17002.0, expected=17002.0"
trade_0077:entry_date_matches_index,OK,"actual=2021-09-23 00:00:00, index_dt=2021-09-23 00:00:00"
trade_0077:exit_bar_index,OK,"actual=1642, expected=1642"
trade_0077:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0077:exit_price,OK,"actual=17103.0, expected=17103.0"
trade_0077:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0077:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0078:entry_is_next_bar,OK,"signal_i=1687, entry_i=1688"
trade_0078:entry_after_signal_date,OK,"signal=2021-11-26 00:00:00, entry=2021-11-29 00:00:00"
trade_0078:exit_not_before_entry,OK,"entry_i=1688, exit_i=1688"
trade_0078:signal_column_true,OK,short_entry@1687
trade_0078:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0078:entry_price,OK,"actual=17235.0, expected=17235.0"
trade_0078:entry_date_matches_index,OK,"actual=2021-11-29 00:00:00, index_dt=2021-11-29 00:00:00"
trade_0078:exit_bar_index,OK,"actual=1688, expected=1688"
trade_0078:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0078:exit_price,OK,"actual=17336.0, expected=17336.0"
trade_0078:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0078:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0079:entry_is_next_bar,OK,"signal_i=1696, entry_i=1697"
trade_0079:entry_after_signal_date,OK,"signal=2021-12-09 00:00:00, entry=2021-12-10 00:00:00"
trade_0079:exit_not_before_entry,OK,"entry_i=1697, exit_i=1698"
trade_0079:signal_column_true,OK,long_entry@1696
trade_0079:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0079:entry_price,OK,"actual=17811.0, expected=17811.0"
trade_0079:entry_date_matches_index,OK,"actual=2021-12-10 00:00:00, index_dt=2021-12-10 00:00:00"
trade_0079:exit_bar_index,OK,"actual=1698, expected=1698"
trade_0079:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0079:exit_price,OK,"actual=17752.0, expected=17752.0"
trade_0079:pnl_points,OK,"actual=-59.0, expected=-59.0"
trade_0079:pnl_amount,OK,"actual=-2990.0, expected=-2990.0"
trade_0080:entry_is_next_bar,OK,"signal_i=1707, entry_i=1708"
trade_0080:entry_after_signal_date,OK,"signal=2021-12-24 00:00:00, entry=2021-12-27 00:00:00"
trade_0080:exit_not_before_entry,OK,"entry_i=1708, exit_i=1718"
trade_0080:signal_column_true,OK,long_entry@1707
trade_0080:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0080:entry_price,OK,"actual=17973.0, expected=17973.0"
trade_0080:entry_date_matches_index,OK,"actual=2021-12-27 00:00:00, index_dt=2021-12-27 00:00:00"
trade_0080:exit_bar_index,OK,"actual=1718, expected=1718"
trade_0080:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0080:exit_price,OK,"actual=18280.0, expected=18280.0"
trade_0080:pnl_points,OK,"actual=307.0, expected=307.0"
trade_0080:pnl_amount,OK,"actual=15310.0, expected=15310.0"
trade_0081:entry_is_next_bar,OK,"signal_i=1720, entry_i=1721"
